WP_011270417.1,WP_011270417.1 MFS transporter [Rickettsia felis]
WP_011270418.1,WP_011270418.1 hypothetical protein [Rickettsia felis]
WP_011270420.1,WP_011270420.1 IS256 family transposase [Rickettsia felis]
WP_011270421.1,WP_011270421.1 membrane protein [Rickettsia felis]
WP_011270422.1,WP_011270422.1 autotransporter domain-containing protein [Rickettsia felis]
WP_011270423.1,WP_011270423.1 cysteine--tRNA ligase [Rickettsia felis]
WP_011270424.1,WP_011270424.1 30S ribosomal protein S2 [Rickettsia felis]
WP_011270425.1,WP_011270425.1 elongation factor Ts [Rickettsia felis]
WP_011270426.1,WP_011270426.1 hypothetical protein [Rickettsia felis]
WP_011270427.1,WP_011270427.1 3-deoxy-D-manno-octulosonic acid transferase [Rickettsia felis]
WP_011270428.1,WP_011270428.1 DUF374 domain-containing protein [Rickettsia felis]
WP_011270429.1,WP_011270429.1 aspartate aminotransferase [Rickettsia felis]
WP_011270430.1,WP_011270430.1 methyltransferase domain-containing protein [Rickettsia felis]
WP_011270431.1,WP_011270431.1 hypothetical protein [Rickettsia felis]
WP_011270432.1,WP_011270432.1 MULTISPECIES: toluene ABC transporter substrate-binding protein [spotted fever group]
WP_011270433.1,WP_011270433.1 ribose-phosphate diphosphokinase [Rickettsia felis]
WP_011270434.1,WP_011270434.1 alanine racemase [Rickettsia felis]
WP_011270435.1,WP_011270435.1 ABC transporter permease [Rickettsia felis]
WP_011270436.1,WP_011270436.1 ABC transporter ATP-binding protein [Rickettsia felis]
WP_011270437.1,WP_011270437.1 hypothetical protein [Rickettsia felis]
WP_011270438.1,WP_011270438.1 50S ribosomal protein L28 [Rickettsia felis]
WP_011270439.1,WP_011270439.1 50S ribosomal protein L31 [Rickettsia felis]
WP_011270440.1,WP_011270440.1 GTP-binding protein [Rickettsia felis]
WP_011270441.1,WP_011270441.1 acetylglutamate kinase [Rickettsia felis]
WP_011270442.1,WP_011270442.1 VirB4 family type IV secretion/conjugal transfer ATPase [Rickettsia felis]
WP_011270443.1,WP_011270443.1 hypothetical protein [Rickettsia felis]
WP_011270444.1,WP_011270444.1 hypothetical protein [Rickettsia felis]
WP_011270445.1,WP_011270445.1 hypothetical protein [Rickettsia felis]
WP_011270446.1,WP_011270446.1 hypothetical protein [Rickettsia felis]
WP_011270447.1,WP_011270447.1 hypothetical protein [Rickettsia felis]
WP_011270448.1,WP_011270448.1 antitoxin VapB2 [Rickettsia felis]
WP_011270449.1,WP_011270449.1 toxin of toxin-antitoxin system [Rickettsia felis]
WP_011270450.1,WP_011270450.1 phosphate acetyltransferase [Rickettsia felis]
WP_011270452.1,WP_011270452.1 hypothetical protein [Rickettsia felis]
WP_011270453.1,WP_011270453.1 tRNA (guanosine(37)-N1)-methyltransferase TrmD [Rickettsia felis]
WP_011270454.1,WP_011270454.1 50S ribosomal protein L19 [Rickettsia felis]
WP_011270458.1,WP_011270458.1 protein-export membrane protein SecG [Rickettsia felis]
WP_011270461.1,WP_011270461.1 DNA topoisomerase 4 subunit A [Rickettsia felis]
WP_011270462.1,WP_011270462.1 SPOR domain-containing protein [Rickettsia felis]
WP_011270463.1,WP_011270463.1 arginine--tRNA ligase [Rickettsia felis]
WP_011270464.1,WP_011270464.1 deoxyguanosinetriphosphate triphosphohydrolase [Rickettsia felis]
WP_011270467.1,WP_011270467.1 2-dehydro-3-deoxyphosphooctonate aldolase [Rickettsia felis]
WP_011270468.1,WP_011270468.1 DUF2672 domain-containing protein [Rickettsia felis]
WP_011270469.1,WP_011270469.1 energy-dependent translational throttle protein EttA [Rickettsia felis]
WP_011270470.1,WP_011270470.1 chromosome partitioning protein ParB [Rickettsia felis]
WP_011270471.1,WP_011270471.1 ParA family protein [Rickettsia felis]
WP_011270472.1,WP_011270472.1 ribosomal RNA small subunit methyltransferase G [Rickettsia felis]
WP_011270473.1,WP_011270473.1 tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG [Rickettsia felis]
WP_011270474.1,WP_011270474.1 MULTISPECIES: nucleoside-diphosphate kinase [spotted fever group]
WP_011270475.1,WP_011270475.1 MFS transporter [Rickettsia felis]
WP_011270476.1,"WP_011270476.1 MULTISPECIES: ADP,ATP carrier protein 1 [spotted fever group]"
WP_011270478.1,WP_011270478.1 peptide deformylase [Rickettsia felis]
WP_011270479.1,"WP_011270479.1 hypothetical protein, partial [Rickettsia felis]"
WP_011270483.1,WP_011270483.1 hypothetical protein [Rickettsia felis]
WP_011270484.1,WP_011270484.1 CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [Rickettsia felis]
WP_011270485.1,WP_011270485.1 membrane protein insertase YidC [Rickettsia felis]
WP_011270486.1,WP_011270486.1 mechanosensitive ion channel family protein [Rickettsia felis]
WP_011270487.1,WP_011270487.1 prolipoprotein diacylglyceryl transferase [Rickettsia felis]
WP_011270488.1,WP_011270488.1 hypothetical protein [Rickettsia felis]
WP_011270490.1,WP_011270490.1 succinate dehydrogenase iron-sulfur subunit [Rickettsia felis]
WP_011270493.1,WP_011270493.1 ATP-dependent zinc metalloprotease FtsH [Rickettsia felis]
WP_011270494.1,WP_011270494.1 tRNA(Ile)-lysidine synthetase [Rickettsia felis]
WP_011270495.1,WP_011270495.1 50S ribosomal protein L9 [Rickettsia felis]
WP_011270496.1,WP_011270496.1 30S ribosomal protein S6 [Rickettsia felis]
WP_011270498.1,WP_011270498.1 acyl-CoA desaturase [Rickettsia felis]
WP_011270499.1,WP_011270499.1 tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit TsaD [Rickettsia felis]
WP_011270500.1,WP_011270500.1 hypothetical protein [Rickettsia felis]
WP_011270501.1,WP_011270501.1 hypothetical protein [Rickettsia felis]
WP_011270506.1,WP_011270506.1 NAD(P)-dependent oxidoreductase [Rickettsia felis]
WP_011270509.1,WP_011270509.1 DUF2748 domain-containing protein [Rickettsia felis]
WP_011270510.1,WP_011270510.1 CopG family transcriptional regulator [Rickettsia felis]
WP_011270512.1,WP_011270512.1 hypothetical protein [Rickettsia felis]
WP_011270513.1,"WP_011270513.1 ADP,ATP carrier protein 5 [Rickettsia felis]"
WP_011270514.1,WP_011270514.1 alpha/beta hydrolase [Rickettsia felis]
WP_011270515.1,WP_011270515.1 acetyl-CoA C-acyltransferase [Rickettsia felis]
WP_011270519.1,WP_011270519.1 hypothetical protein [Rickettsia felis]
WP_011270523.1,WP_011270523.1 [acyl-carrier-protein] S-malonyltransferase [Rickettsia felis]
WP_011270526.1,WP_011270526.1 ATPase AAA [Rickettsia felis]
WP_011270527.1,WP_011270527.1 SURF1-like protein [Rickettsia felis]
WP_011270528.1,WP_011270528.1 DNA polymerase III subunit epsilon [Rickettsia felis]
WP_011270529.1,WP_011270529.1 dephospho-CoA kinase [Rickettsia felis]
WP_011270530.1,WP_011270530.1 DUF1009 domain-containing protein [Rickettsia felis]
WP_011270532.1,WP_011270532.1 ribonuclease H [Rickettsia felis]
WP_011270533.1,WP_011270533.1 hypothetical protein [Rickettsia felis]
WP_011270534.1,WP_011270534.1 outer membrane lipid asymmetry maintenance protein MlaD [Rickettsia felis]
WP_011270535.1,WP_011270535.1 hypothetical protein [Rickettsia felis]
WP_011270536.1,WP_011270536.1 hypothetical protein [Rickettsia felis]
WP_011270537.1,WP_011270537.1 hypothetical protein [Rickettsia felis]
WP_011270538.1,WP_011270538.1 MFS transporter [Rickettsia felis]
WP_011270541.1,WP_011270541.1 hypothetical protein [Rickettsia felis]
WP_011270542.1,WP_011270542.1 hypothetical protein [Rickettsia felis]
WP_011270543.1,WP_011270543.1 tRNA guanosine(34) transglycosylase Tgt [Rickettsia felis]
WP_011270546.1,WP_011270546.1 23S rRNA (adenine(2030)-N(6))-methyltransferase RlmJ [Rickettsia felis]
WP_011270547.1,WP_011270547.1 M23 family peptidase [Rickettsia felis]
WP_011270548.1,WP_011270548.1 tetraacyldisaccharide 4'-kinase [Rickettsia felis]
WP_011270549.1,WP_011270549.1 lauroyl acyltransferase [Rickettsia felis]
WP_011270550.1,WP_011270550.1 thioredoxin-dependent thiol peroxidase [Rickettsia felis]
WP_011270551.1,WP_011270551.1 hypothetical protein [Rickettsia felis]
WP_011270552.1,WP_011270552.1 hypothetical protein [Rickettsia felis]
WP_011270553.1,WP_011270553.1 histone-like DNA-binding protein [Rickettsia felis]
WP_011270554.1,WP_011270554.1 hypothetical protein [Rickettsia felis]
WP_011270556.1,WP_011270556.1 guanosine polyphosphate pyrophosphohydrolase [Rickettsia felis]
WP_011270557.1,WP_011270557.1 outer membrane autotransporter barrel domain-containing protein [Rickettsia felis]
WP_011270559.1,WP_011270559.1 cytochrome c biogenesis protein CcmF [Rickettsia felis]
WP_011270560.1,WP_011270560.1 HlyC/CorC family transporter [Rickettsia felis]
WP_011270562.1,WP_011270562.1 MULTISPECIES: lipoprotein-releasing system ATP-binding protein LolD [spotted fever group]
WP_011270563.1,WP_011270563.1 lipoprotein-releasing system transmembrane subunit LolC [Rickettsia felis]
WP_011270564.1,WP_011270564.1 MFS transporter [Rickettsia felis]
WP_011270565.1,WP_011270565.1 MULTISPECIES: DUF2673 domain-containing protein [spotted fever group]
WP_011270569.1,WP_011270569.1 7-cyano-7-deazaguanine synthase [Rickettsia felis]
WP_011270570.1,WP_011270570.1 N-acetyltransferase [Rickettsia felis]
WP_011270571.1,WP_011270571.1 ATP-dependent Clp protease ATP-binding subunit ClpX [Rickettsia felis]
WP_011270572.1,WP_011270572.1 DUF2269 domain-containing protein [Rickettsia felis]
WP_011270574.1,WP_011270574.1 hypothetical protein [Rickettsia felis]
WP_011270577.1,WP_011270577.1 DNA recombination protein RmuC [Rickettsia felis]
WP_011270578.1,WP_011270578.1 ATP-binding protein [Rickettsia felis]
WP_011270581.1,WP_011270581.1 valine--tRNA ligase [Rickettsia felis]
WP_011270582.1,WP_011270582.1 transposase [Rickettsia felis]
WP_011270583.1,WP_011270583.1 4-hydroxybenzoate octaprenyltransferase [Rickettsia felis]
WP_011270584.1,WP_011270584.1 hypothetical protein [Rickettsia felis]
WP_011270586.1,WP_011270586.1 thymidylate kinase [Rickettsia felis]
WP_011270587.1,WP_011270587.1 methionine--tRNA ligase [Rickettsia felis]
WP_011270588.1,WP_011270588.1 YchF/TatD family DNA exonuclease [Rickettsia felis]
WP_011270589.1,WP_011270589.1 hypothetical protein [Rickettsia felis]
WP_011270590.1,WP_011270590.1 polyhydroxyalkanoate depolymerase [Rickettsia felis]
WP_011270592.1,WP_011270592.1 hypothetical protein [Rickettsia felis]
WP_011270593.1,WP_011270593.1 mannose-1-phosphate guanyltransferase [Rickettsia felis]
WP_011270594.1,WP_011270594.1 formamidopyrimidine-DNA glycosylase [Rickettsia felis]
WP_011270595.1,WP_011270595.1 ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE [Rickettsia felis]
WP_011270596.1,WP_011270596.1 2-polyprenylphenol 6-hydroxylase [Rickettsia felis]
WP_011270598.1,WP_011270598.1 hypothetical protein [Rickettsia felis]
WP_011270599.1,WP_011270599.1 ATP-binding protein [Rickettsia felis]
WP_011270600.1,WP_011270600.1 ribosome biogenesis GTPase Der [Rickettsia felis]
WP_011270602.1,WP_011270602.1 exodeoxyribonuclease III [Rickettsia felis]
WP_011270604.1,WP_011270604.1 hypothetical protein [Rickettsia felis]
WP_011270606.1,WP_011270606.1 LPS-assembly protein LptD [Rickettsia felis]
WP_011270607.1,WP_011270607.1 hypothetical protein [Rickettsia felis]
WP_011270609.1,WP_011270609.1 hypothetical protein [Rickettsia felis]
WP_011270610.1,WP_011270610.1 hypothetical protein [Rickettsia felis]
WP_011270611.1,WP_011270611.1 protein phosphatase [Rickettsia felis]
WP_011270613.1,WP_011270613.1 hypothetical protein [Rickettsia felis]
WP_011270614.1,WP_011270614.1 cold-shock protein CspA [Rickettsia felis]
WP_011270618.1,WP_011270618.1 hypothetical protein [Rickettsia felis]
WP_011270619.1,WP_011270619.1 NifU family protein [Rickettsia felis]
WP_011270620.1,WP_011270620.1 ecotin [Rickettsia felis]
WP_011270622.1,WP_011270622.1 cell division protein FtsZ [Rickettsia felis]
WP_011270623.1,WP_011270623.1 toxin of toxin-antitoxin system [Rickettsia felis]
WP_011270624.1,WP_011270624.1 prevent-host-death family protein [Rickettsia felis]
WP_011270625.1,WP_011270625.1 class II fumarate hydratase [Rickettsia felis]
WP_011270626.1,WP_011270626.1 hypothetical protein [Rickettsia felis]
WP_011270627.1,WP_011270627.1 23S rRNA (guanosine(2251)-2'-O)-methyltransferase RlmB [Rickettsia felis]
WP_011270628.1,WP_011270628.1 elongation factor Tu [Rickettsia felis]
WP_011270629.1,WP_011270629.1 MULTISPECIES: 30S ribosomal protein S10 [spotted fever group]
WP_011270630.1,WP_011270630.1 50S ribosomal protein L3 [Rickettsia felis]
WP_011270631.1,WP_011270631.1 MULTISPECIES: 50S ribosomal protein L4 [spotted fever group]
WP_011270632.1,WP_011270632.1 MULTISPECIES: 50S ribosomal protein L23 [spotted fever group]
WP_011270633.1,WP_011270633.1 50S ribosomal protein L2 [Rickettsia felis]
WP_011270634.1,WP_011270634.1 50S ribosomal protein L22 [Rickettsia felis]
WP_011270635.1,WP_011270635.1 30S ribosomal protein S3 [Rickettsia felis]
WP_011270636.1,WP_011270636.1 MULTISPECIES: 50S ribosomal protein L16 [spotted fever group]
WP_011270638.1,WP_011270638.1 MULTISPECIES: 50S ribosomal protein L24 [spotted fever group]
WP_011270639.1,WP_011270639.1 50S ribosomal protein L5 [Rickettsia felis]
WP_011270640.1,WP_011270640.1 MULTISPECIES: 30S ribosomal protein S14 [spotted fever group]
WP_011270641.1,WP_011270641.1 MULTISPECIES: 30S ribosomal protein S8 [Rickettsia]
WP_011270642.1,WP_011270642.1 50S ribosomal protein L6 [Rickettsia felis]
WP_011270643.1,WP_011270643.1 50S ribosomal protein L18 [Rickettsia felis]
WP_011270644.1,WP_011270644.1 MULTISPECIES: 30S ribosomal protein S5 [spotted fever group]
WP_011270646.1,WP_011270646.1 50S ribosomal protein L15 [Rickettsia felis]
WP_011270647.1,WP_011270647.1 MULTISPECIES: protein translocase subunit SecY [spotted fever group]
WP_011270648.1,WP_011270648.1 adenylate kinase [Rickettsia felis]
WP_011270649.1,WP_011270649.1 30S ribosomal protein S13 [Rickettsia felis]
WP_011270650.1,WP_011270650.1 DNA-directed RNA polymerase subunit alpha [Rickettsia felis]
WP_011270651.1,WP_011270651.1 50S ribosomal protein L17 [Rickettsia felis]
WP_011270652.1,WP_011270652.1 30S ribosomal protein S20 [Rickettsia felis]
WP_011270653.1,"WP_011270653.1 bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [Rickettsia felis]"
WP_011270654.1,WP_011270654.1 MFS transporter [Rickettsia felis]
WP_011270655.1,WP_011270655.1 tetratricopeptide repeat protein [Rickettsia felis]
WP_011270657.1,WP_011270657.1 hypothetical protein [Rickettsia felis]
WP_011270660.1,WP_011270660.1 hypothetical protein [Rickettsia felis]
WP_011270662.1,WP_011270662.1 hypothetical protein [Rickettsia felis]
WP_011270663.1,WP_011270663.1 hypothetical protein [Rickettsia felis]
WP_011270664.1,WP_011270664.1 autotransporter domain-containing protein [Rickettsia felis]
WP_011270665.1,WP_011270665.1 transposase [Rickettsia felis]
WP_011270666.1,WP_011270666.1 dicarboxylate/amino acid:cation symporter [Rickettsia felis]
WP_011270667.1,WP_011270667.1 twin transmembrane helix small protein [Rickettsia felis]
WP_011270668.1,WP_011270668.1 peptide deformylase [Rickettsia felis]
WP_011270669.1,WP_011270669.1 methionyl-tRNA formyltransferase [Rickettsia felis]
WP_011270671.1,WP_011270671.1 hypothetical protein [Rickettsia felis]
WP_011270672.1,WP_011270672.1 cell division protein ZapE [Rickettsia felis]
WP_011270673.1,WP_011270673.1 nucleotidyltransferase domain-containing protein [Rickettsia felis]
WP_011270674.1,WP_011270674.1 tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA [Rickettsia felis]
WP_011270675.1,WP_011270675.1 ABC transporter ATP-binding protein [Rickettsia felis]
WP_011270676.1,WP_011270676.1 cytochrome ubiquinol oxidase subunit I [Rickettsia felis]
WP_011270677.1,WP_011270677.1 type II toxin-antitoxin system YafQ family toxin [Rickettsia felis]
WP_011270678.1,"WP_011270678.1 type II toxin-antitoxin system antitoxin, RelB/DinJ family [Rickettsia felis]"
WP_011270679.1,WP_011270679.1 cytochrome d ubiquinol oxidase subunit II [Rickettsia felis]
WP_011270680.1,WP_011270680.1 glycosyl transferase [Rickettsia felis]
WP_011270681.1,WP_011270681.1 peptidase M16 [Rickettsia felis]
WP_011270682.1,WP_011270682.1 phosphoribosylaminoimidazolesuccinocarboxamide synthase [Rickettsia felis]
WP_011270683.1,WP_011270683.1 hypothetical protein [Rickettsia felis]
WP_011270686.1,WP_011270686.1 hypothetical protein [Rickettsia felis]
WP_011270687.1,WP_011270687.1 ribonuclease P protein component [Rickettsia felis]
WP_011270688.1,WP_011270688.1 MULTISPECIES: 50S ribosomal protein L34 [spotted fever group]
WP_011270689.1,WP_011270689.1 50S ribosomal protein L20 [Rickettsia felis]
WP_011270690.1,WP_011270690.1 7-carboxy-7-deazaguanine synthase QueE [Rickettsia felis]
WP_011270691.1,WP_011270691.1 50S ribosomal protein L25 [Rickettsia felis]
WP_011270692.1,WP_011270692.1 peptidyl-tRNA hydrolase [Rickettsia felis]
WP_011270694.1,WP_011270694.1 redox-regulated ATPase YchF [Rickettsia felis]
WP_011270695.1,WP_011270695.1 hypothetical protein [Rickettsia felis]
WP_011270696.1,WP_011270696.1 HEPN domain-containing protein [Rickettsia felis]
WP_011270697.1,WP_011270697.1 Bcr/CflA family multidrug efflux MFS transporter [Rickettsia felis]
WP_011270698.1,WP_011270698.1 site-specific recombinase [Rickettsia felis]
WP_011270699.1,WP_011270699.1 patatin [Rickettsia felis]
WP_011270700.1,WP_011270700.1 hypothetical protein [Rickettsia felis]
WP_011270702.1,WP_011270702.1 hypothetical protein [Rickettsia felis]
WP_011270703.1,WP_011270703.1 chromosomal replication initiator protein DnaA [Rickettsia felis]
WP_011270704.1,WP_011270704.1 rhodanese-like domain-containing protein [Rickettsia felis]
WP_011270705.1,WP_011270705.1 MULTISPECIES: succinate dehydrogenase assembly factor 2 family protein [spotted fever group]
WP_011270706.1,WP_011270706.1 transcription-repair coupling factor [Rickettsia felis]
WP_011270707.1,"WP_011270707.1 UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2,6-diaminopimelate ligase [Rickettsia felis]"
WP_011270708.1,WP_011270708.1 UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [Rickettsia felis]
WP_011270709.1,WP_011270709.1 phospho-N-acetylmuramoyl-pentapeptide-transferase [Rickettsia felis]
WP_011270712.1,WP_011270712.1 succinyl-CoA--3-ketoacid-CoA transferase [Rickettsia felis]
WP_011270713.1,WP_011270713.1 CoA transferase subunit A [Rickettsia felis]
WP_011270715.1,WP_011270715.1 hypothetical protein [Rickettsia felis]
WP_011270716.1,WP_011270716.1 hypothetical protein [Rickettsia felis]
WP_011270720.1,WP_011270720.1 hypothetical protein [Rickettsia felis]
WP_011270723.1,"WP_011270723.1 bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [Rickettsia felis]"
WP_011270729.1,WP_011270729.1 hypothetical protein [Rickettsia felis]
WP_011270731.1,WP_011270731.1 hypothetical protein [Rickettsia felis]
WP_011270732.1,WP_011270732.1 MFS transporter [Rickettsia felis]
WP_011270734.1,WP_011270734.1 hypothetical protein [Rickettsia felis]
WP_011270735.1,WP_011270735.1 hypothetical protein [Rickettsia felis]
WP_011270736.1,WP_011270736.1 AI-2E family transporter [Rickettsia felis]
WP_011270737.1,WP_011270737.1 nucleotide exchange factor GrpE [Rickettsia felis]
WP_011270738.1,WP_011270738.1 ribonuclease PH [Rickettsia felis]
WP_011270739.1,WP_011270739.1 hypothetical protein [Rickettsia felis]
WP_011270741.1,WP_011270741.1 hypothetical protein [Rickettsia felis]
WP_011270742.1,WP_011270742.1 glycosyl transferase [Rickettsia felis]
WP_011270743.1,WP_011270743.1 molecular chaperone GroES [Rickettsia felis]
WP_011270744.1,WP_011270744.1 molecular chaperone GroEL [Rickettsia felis]
WP_011270745.1,"WP_011270745.1 bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [Rickettsia felis]"
WP_011270747.1,WP_011270747.1 invasion associated locus B family protein [Rickettsia felis]
WP_011270748.1,WP_011270748.1 glutamate--tRNA ligase [Rickettsia felis]
WP_011270749.1,WP_011270749.1 bifunctional 3-demethylubiquinone 3-O-methyltransferase/2-octaprenyl-6-hydroxy phenol methylase [Rickettsia felis]
WP_011270750.1,WP_011270750.1 metal ABC transporter permease [Rickettsia felis]
WP_011270751.1,WP_011270751.1 competence protein TfoX [Rickettsia felis]
WP_011270752.1,WP_011270752.1 acyl-[ACP]--phospholipid O-acyltransferase [Rickettsia felis]
WP_011270753.1,WP_011270753.1 acyl-CoA carboxylase subunit beta [Rickettsia felis]
WP_011270754.1,WP_011270754.1 acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha [Rickettsia felis]
WP_011270756.1,WP_011270756.1 tetratricopeptide repeat protein [Rickettsia felis]
WP_011270757.1,WP_011270757.1 hypothetical protein [Rickettsia felis]
WP_011270758.1,WP_011270758.1 isoleucine--tRNA ligase [Rickettsia felis]
WP_011270759.1,WP_011270759.1 excinuclease ABC subunit C [Rickettsia felis]
WP_011270761.1,WP_011270761.1 30S ribosomal protein S21 [Rickettsia felis]
WP_011270762.1,WP_011270762.1 two-component sensor histidine kinase [Rickettsia felis]
WP_011270763.1,WP_011270763.1 DUF1679 domain-containing protein [Rickettsia felis]
WP_011270764.1,WP_011270764.1 hypothetical protein [Rickettsia felis]
WP_011270765.1,WP_011270765.1 hypothetical protein [Rickettsia felis]
WP_011270768.1,WP_011270768.1 magnesium transporter [Rickettsia felis]
WP_011270771.1,"WP_011270771.1 bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [Rickettsia felis]"
WP_011270772.1,WP_011270772.1 MFS transporter [Rickettsia felis]
WP_011270773.1,"WP_011270773.1 bifunctional (p)ppGpp synthetase/guanosine-3',5'-bis(diphosphate) 3'-pyrophosphohydrolase [Rickettsia felis]"
WP_011270774.1,WP_011270774.1 MFS transporter [Rickettsia felis]
WP_011270775.1,WP_011270775.1 hypothetical protein [Rickettsia felis]
WP_011270776.1,WP_011270776.1 hypothetical protein [Rickettsia felis]
