WP_011271534.1,P45332.1,73.9,26.184
WP_011271537.1,P44057.2,42.1,30.851
WP_011271540.1,Q17I16.1,32.4,48.148
WP_011271546.1,Q46978.1,39.1,24.375
WP_011271573.1,Q573F6.1,30.5,57.692
WP_011271574.1,A5CPB7.1,39.1,22.481
WP_011271586.1,Q60374.1,40.5,40.909
WP_011271587.1,P71049.1,43.5,41.071
WP_011271626.1,Q6IRP4.1,38.8,26.429
WP_011271630.1,Q7RTR2.2,97.6,26.727
WP_011271635.1,Q58317.1,32.1,36.735
WP_011271639.1,P58092.1,40.5,45.0
WP_011271669.1,P95225.2,39.9,40.816
WP_011271687.1,P52504.1,45.5,45.455
WP_011271699.1,Q9ZCH6.1,37.1,56.0
WP_011271702.1,Q5FUU1.1,53.8,39.474
WP_011271703.1,Q47281.1,38.0,37.705
WP_011271705.1,Q52990.1,51.3,32.787
WP_011271709.1,Q5JHP2.1,33.2,25.0
WP_011271713.1,O60184.1,51.3,22.764
WP_011271715.1,Q9N593.1,49.4,27.928
WP_011271718.1,Q57720.2,33.2,41.463
WP_011271726.1,Q83BT6.1,42.4,30.0
WP_011271731.1,O59626.2,34.4,50.0
WP_011271742.1,P33790.1,40.8,28.947
WP_011271748.1,A0AIC1.1,40.8,35.065
WP_011271755.1,P50360.2,55.8,40.323
WP_011271757.1,Q6ZLP5.1,36.3,35.385
WP_011271759.1,Q2NUD6.1,31.3,39.583
WP_039594775.1,Q6C627.1,29.3,35.294
WP_039594802.1,Q92JL2.1,32.4,78.947
WP_039594834.1,P00182.2,32.7,38.235
WP_039594838.1,Q5B5B0.1,31.0,41.86
WP_039594842.1,A7I2T7.1,36.3,28.037
WP_039594852.1,A4WHQ7.1,29.1,27.083
WP_039594854.1,Q89G85.1,37.4,32.727
WP_039594861.1,P22126.1,30.5,35.417
WP_039594916.1,P64529.1,37.4,28.235
WP_039594919.1,Q9LK35.1,34.1,44.186
WP_039594927.1,P53305.1,30.5,35.0
WP_039594936.1,Q9Z8A5.1,32.4,27.273
WP_039594968.1,Q8ECL5.1,29.3,32.203
WP_039594974.1,A8GW18.1,33.5,45.455
WP_039594986.1,G2TRU8.1,39.4,30.172
WP_039594989.1,P73335.1,26.6,40.0
WP_039594994.1,Q89AB5.1,33.2,33.333
WP_039595010.1,O06730.1,31.0,35.897
WP_039595014.1,P39631.3,35.5,42.5
WP_039595101.1,E7A253.1,34.6,31.343
WP_039595145.1,Q4L3E5.1,48.0,37.805
WP_039595187.1,P0A9K5.2,33.2,42.424
WP_039595201.1,O32041.1,38.0,22.892
WP_039595202.1,O33348.1,48.8,44.0
WP_039595205.1,O60610.2,29.9,32.812
WP_039595268.1,Q54HW1.1,36.6,38.235
WP_039595279.1,Q44361.1,39.9,47.059
WP_039595571.1,Q8K9W6.1,30.7,35.484
WP_039595620.1,A0B603.1,29.9,35.0
WP_041405309.1,P44668.1,37.7,38.333
WP_041405314.1,P28249.2,39.4,18.261
WP_041405319.1,A4IYL5.1,31.0,25.455
WP_041405320.1,P17791.3,39.4,27.273
WP_041405345.1,Q4X265.1,48.8,28.378
WP_041405373.1,A6Q531.1,33.2,38.298
WP_045820727.1,P80011.1,50.5,33.929
WP_045820730.1,Q57819.1,51.3,37.363
WP_045820741.1,O67017.1,32.7,48.649
WP_045820785.1,A0A140ND86.1,50.5,34.375
WP_049749302.1,O94318.1,33.5,27.692
WP_049749303.1,Q1RIZ4.1,38.0,40.0
WP_049749305.1,Q0VFE7.1,45.8,39.394
WP_049749314.1,A2C601.1,34.1,42.857
WP_049749317.1,P93531.1,33.0,22.764
WP_081427727.1,P54513.1,27.4,61.905
WP_081427729.1,Q1RIW9.1,33.0,66.667
WP_081427730.1,Q93341.1,42.4,46.0
WP_081427731.1,Q1RH40.1,31.8,59.375
WP_081427736.1,Q1RIW9.1,28.8,54.545
WP_081427738.1,Q5JNB5.1,33.2,40.0
WP_081427742.1,Q17ZF6.1,31.0,45.238
WP_081427747.1,Q1RH40.1,36.6,58.824
WP_081427756.1,A8EXZ0.1,31.3,63.158
WP_081427760.1,Q1RH66.1,30.2,60.0
WP_081427762.1,Q9ZDZ6.1,29.9,51.852
WP_081427766.1,Q1RH66.1,30.2,65.217
WP_081427768.1,P82713.2,29.9,42.105
WP_081427774.1,Q1RH66.1,29.6,65.217
WP_081427775.1,Q1RH66.1,32.4,78.947
WP_081427781.1,Q1RH66.1,41.3,50.0
WP_081427782.1,Q9ZDZ6.1,31.0,39.394
WP_081427787.1,Q1RIY1.1,38.8,47.826
WP_081427795.1,Q47013.3,39.6,32.54
WP_081427798.1,Q6G6V9.1,35.5,48.78
WP_081427802.1,Q7PCJ8.1,31.6,26.374
WP_081427805.1,Q7CXI0.2,47.7,30.38
WP_081427806.1,O34098.1,57.7,32.479
WP_081427807.1,C4K228.1,35.7,66.667
WP_081427812.1,Q9YG51.1,57.2,27.559
WP_081427815.1,Q4UL10.1,25.7,83.333
WP_081427817.1,Q4UL10.1,29.6,57.143
WP_081427818.1,Q92I60.1,33.8,69.565
WP_081427819.1,Q4UM04.1,30.2,61.111
WP_081427821.1,Q7Z569.2,28.2,27.119
WP_081427824.1,Q60228.1,47.2,34.783
WP_081427826.1,Q1RH66.1,36.3,66.667
WP_081427828.1,P56209.2,31.0,43.75
WP_081427833.1,Q7ZU45.1,37.4,27.835
WP_081427835.1,Q92I60.1,44.9,58.14
WP_081427836.1,P0CG12.1,34.1,41.758
