WP_011270590.1,425,Poly-beta-hydroxyalkanoate depolymerase,188,5.36,11.72,73.67,Methylobacterium radiotolerans JCM 2831,0
WP_011270591.1,86,hypothetical protein RF_0239,41,21.8,7.51,0,N/A,0
WP_011270592.1,127,hypothetical protein RF_0240,23,9.98,0.85,0,N/A,0
WP_011270593.1,345,mannose-1-phosphate guanylyltransferase,172,5.91,1.18,47.97,Enterobacter cloacae subsp. cloacae NCTC 9394,1
WP_011270594.1,276,formamidopyrimidine-DNA glycosylase,200,23.95,3.26,76.33,Enterobacter cloacae SCF1,1
WP_011270595.1,248,ubiquinone/menaquinone biosynthesis methyltransferase,198,25.96,15.24,77.89,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270596.1,478,2-polyprenylphenol 6-hydroxylase,200,25.66,18.11,49.64,Thalassospira xiamenensis M-5 = DSM 17429,0
WP_011270597.1,148,hypothetical protein RF_0245,18,7.31,0,0,N/A,0
WP_011270598.1,593,hypothetical protein RF_0246,9,1.56,1.59,0,N/A,0
WP_011270599.1,380,ATPase,140,16.37,2.26,42.33,Simkania negevensis Z,1
WP_011270600.1,447,GTP-binding protein EngA,171,27.22,15.15,55.24,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270601.1,137,hypothetical protein RF_0249,34,14.37,3.61,0,N/A,0
WP_011270602.1,260,exodeoxyribonuclease III,199,27.12,25.81,47.92,"Ixodes scapularis (shoulder tick, ...)",0
WP_011270603.1,360,hypothetical protein RF_0251,30,5.56,1.55,1.71,Synechococcus sp. CC9311,0
WP_011270604.1,144,hypothetical protein RF_0252,154,9.94,2.57,25.15,Glaciecola punicea DSM 14233 = ACAM 611,1
WP_011270605.1,462,exodeoxyribonuclease VII large subunit,198,26.41,13.58,57.1,Bradyrhizobiaceae bacterium SG-6C,0
